,id,host_id,neighbourhood_group,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
15863,857198605942223818,499064854,,19.4345615,-99.1484204,1417.0,2,9,0.45,1,349,3,
15864,857205170227148454,120436921,,19.45519,-99.16128,806.0,3,18,0.88,6,343,8,
15867,857285705595913966,507155658,,19.407797,-99.1658866,3665.0,2,47,2.21,1,337,24,
15868,857412643625310973,43420617,,19.4101588,-99.161065,2219.0,2,48,2.9,2,50,31,
15869,857564602143775058,507531173,,19.4591102,-99.1196583,456.0,2,5,0.24,1,89,1,
15870,857893514228194487,38177706,,19.43064365293339,-99.15842231634636,836.0,3,80,3.76,9,81,47,
15871,857986319709679671,55583696,,19.42023553758923,-99.17294330197927,700.0,1,8,0.56,2,302,0,
15872,858102307319590001,396347360,,19.43116,-99.13934,,1,26,3.59,1,178,26,
15873,858126002449406393,498096522,,19.4039131,-99.1710255,,1,34,1.67,16,293,16,
15874,858165530000201122,373309696,,19.3493778,-99.1662766,1857.0,2,65,3.1,1,15,31,
15875,858174797911862250,498342139,,19.44656257517342,-99.13913320674592,849.0,2,53,2.51,1,334,33,
15876,858209532775599319,110554010,,19.41071,-99.17146,,1,26,1.27,10,169,18,
15880,858359235657543466,41503910,,19.38575,-99.15008,420.0,2,1,0.05,1,364,0,
15882,858628308471225828,9643770,,19.440293822945375,-99.19606190174818,1300.0,1,60,2.86,1,355,23,
15884,852233348706653580,3943062,,19.42239,-99.20576,1350.0,2,0,,1,364,0,
15888,852269958784154403,177436632,,19.4290318,-99.1713255,3729.0,2,15,0.74,6,101,9,
15889,852286260937265961,250181130,,19.411017327314237,-99.1592935002389,490.0,2,6,0.28,4,301,1,
15890,852288977136147095,171037813,,19.437367246424408,-99.13387686986906,3475.0,1,78,3.94,12,333,49,
15891,852301487190199884,8686853,,19.4210287,-99.1557124,1415.0,1,23,1.08,3,302,3,
15892,852311081669119592,498104439,,19.4238246,-99.161421,2023.0,1,19,1.04,26,361,15,
15893,852327386207414293,92175722,,19.36326094739966,-99.18887580862332,,3,1,0.05,2,0,0,
15894,852341554038979504,498104439,,19.4096136,-99.1738776,3562.0,1,33,1.55,26,208,11,
15895,852378745687073385,501901613,,19.388762,-99.183613,503.0,2,66,3.07,2,324,36,
15896,852390937519413443,106400756,,19.4107332,-99.1744662,1810.0,2,89,4.22,1,186,54,
15898,852489943116225065,171037813,,19.43569,-99.13528,2912.0,1,64,3.19,12,325,34,
15902,852783467088960077,263823796,,19.43405,-99.14772,850.0,2,7,0.33,3,364,3,
15906,852930981658536144,106758705,,19.39646,-99.14152,797.0,2,33,1.59,6,320,20,
15907,852961954843261908,443885700,,19.4218901,-99.16109,754.0,3,1,0.07,4,364,0,
15912,853024020227139382,506445322,,19.4321195,-99.1897365,2500.0,1,82,3.87,1,196,49,
15913,853035718682800812,503377161,,19.44109036566706,-99.14796785633776,,1,13,1.33,1,57,13,
15914,853066443231508045,406773068,,19.4077583,-99.1353001,1250.0,2,11,0.51,1,59,4,
15915,853080069721103435,171037813,,19.435667207221364,-99.13509070950852,2912.0,1,58,2.96,12,308,34,
15918,853155855871997778,443885700,,19.4218901,-99.16109,650.0,1,6,0.56,4,356,6,
15919,853170987826291757,252906601,,19.4435717,-99.2096295,,2,0,,1,0,0,
15920,853184429215039076,171037813,,19.435530796082023,-99.13525565279576,2912.0,1,51,2.62,12,250,26,
15922,853529016151806882,316264544,,19.433368120153258,-99.17840299548124,1364.0,1,1,0.05,21,364,0,
15923,858654718461200918,498104439,,19.4039155981695,-99.17106261369663,2001.0,1,14,0.77,26,363,6,
15924,858668619992341798,496595705,,19.4294662,-99.1800204,2545.0,1,49,2.34,9,349,22,
15926,858785022905607703,18659763,,19.4260264,-99.1657251,1095.0,2,63,3.1,9,59,43,
15931,859170999774412999,507888511,,19.343710430738895,-99.21215122352892,581.0,1,0,,1,365,0,
15932,859266967520004698,157291355,,19.4126449,-99.1612825,304.0,1,55,2.6,4,342,46,
15936,859433365576587508,431160829,,19.430863507393433,-99.18091044325703,1521.0,1,3,0.14,11,214,1,
15940,859521763524508888,462261014,,19.4143799,-99.1570098,1529.0,2,56,2.67,13,347,29,
15941,859531861711341768,154606825,,19.4528755,-99.1584477,800.0,3,1,0.05,1,364,0,
15942,859561223445138116,24337471,,19.4076117,-99.1695829,644.0,2,25,1.19,4,291,11,
15943,859605118613644591,507980926,,19.334096195048694,-99.12769876420498,400.0,1,2,0.1,1,365,0,
15944,859616879376868024,52589842,,19.416553617867496,-99.180530000828,3374.0,2,67,3.19,2,129,42,
15946,859705516191881240,454330571,,19.423555331503792,-99.17103566836649,1309.0,2,72,3.51,25,329,48,
15949,860110636259839764,44077706,,19.4166176,-99.1778083,2000.0,2,86,4.2,1,276,53,
15950,860147126555897881,174589416,,19.423813445272465,-99.160966,1558.0,2,60,3.01,1,16,33,
15951,860167997733989868,28161869,,19.421409015081863,-99.1676650196314,3057.0,3,4,0.48,1,351,4,
15953,860281989088004845,57676637,,19.41622,-99.17409,3081.0,2,54,2.67,3,232,34,
15954,860287984314007850,508102866,,19.43136375250019,-99.13878198650818,750.0,2,79,3.79,6,354,42,
15956,860319852855094192,192270831,,19.386548969774847,-99.15006414037508,446.0,2,47,2.32,1,30,27,
15959,860397076796493447,215898774,,19.423537983917385,-99.16920673091168,1603.0,2,14,0.67,1,210,4,
15960,860484253939335545,453232269,,19.43476,-99.15228,3143.0,2,56,2.67,1,354,37,
15961,860503484409062193,508102866,,19.4314194,-99.1387498,750.0,2,72,3.43,6,359,41,
15962,860508630906443647,499836247,,19.414209,-99.1622853,2843.0,1,19,0.9,14,313,1,
15964,860780664971407686,83967510,,19.416131061848898,-99.1608067871394,1805.0,2,36,1.71,3,184,20,
15966,860810094619494414,52267227,,19.387270558022973,-99.17964544147254,,3,14,0.67,1,58,6,
15967,860819792505254014,508102866,,19.4314194,-99.1387498,,2,73,3.48,6,359,44,
15968,860830209178243081,508102866,,19.4314194,-99.1387498,753.0,2,95,4.55,6,346,52,
15973,861529348758147220,365836029,,19.41423441471061,-99.1622752011648,,1,0,,1,0,0,
15975,862412406371983156,484912378,,19.34811195351325,-99.158552414248,2165.0,2,56,2.67,1,348,32,
15977,862423694342660019,64647341,,19.4087845,-99.1738669,1271.0,2,86,4.13,2,231,53,
15978,862452352420442010,24337471,,19.407993331758284,-99.1707130802686,,2,67,3.22,4,265,47,
15980,862459297561142722,94254022,,19.39799,-99.1521,,1,3,0.15,1,0,0,
15987,862546334025815355,451873165,,19.4294345,-99.1924362,2325.0,2,57,2.73,2,326,36,
15988,862550979779739020,7263940,,19.3626045,-99.1904896,1000.0,2,40,2.14,2,353,29,
15989,862569124908560799,480370318,,19.44564917411423,-99.16920896619558,495.0,1,1,0.13,3,266,1,
15992,862629875848509654,508578834,,19.45495356279472,-99.19573165476322,900.0,3,29,1.44,1,32,15,
15993,862645424636478084,508619017,,19.41816985566222,-99.1447314620018,300.0,1,4,0.28,2,362,2,
15995,862963227523400481,410389677,,19.419656610892805,-99.15671221952825,2744.0,3,0,,1,363,0,
15996,862982439337733278,489231952,,19.39218,-99.17816,1174.0,1,60,2.89,2,344,37,
15999,863064323501957338,222974538,,19.4310218,-99.1627077,1865.0,1,59,2.81,4,354,34,
16002,863137167507012508,261857354,,19.4129624,-99.171331,3627.0,1,14,0.71,26,255,7,
16004,863180984181188292,222974538,,19.4310218,-99.1627077,1865.0,1,73,3.56,4,333,44,
16009,863282792996445879,127227030,,19.4369643,-99.1379465,693.0,1,103,4.94,7,177,55,
16010,863599858950320977,187855337,,19.40780854241636,-99.19826571534423,700.0,1,15,0.74,3,0,5,
16011,863643383583914369,508823028,,19.4476468,-99.1491826,636.0,2,25,1.19,5,179,0,
16013,863715709645649759,190097502,,19.37451862048618,-99.17119307142715,1143.0,3,41,2.31,1,350,33,
16016,863807612054312762,111339402,,19.35198,-99.12959,414.0,2,0,,1,22,0,
16018,863823527513620104,259224980,,19.3413642450528,-99.14331462209014,843.0,1,16,0.79,18,270,6,
16020,863837563166929042,113242598,,19.407345170295756,-99.1852355003357,280.0,1,0,,1,365,0,
16021,863848429824042622,259224980,,19.3414098,-99.1432878,879.0,1,3,0.15,18,360,0,
16022,863861282992435571,259224980,,19.342041762080505,-99.1441314164708,1089.0,1,31,1.5,18,345,9,
16023,863871255718314496,259224980,,19.3414098,-99.1432878,630.0,1,10,0.49,18,360,3,
16024,863880208029292481,259224980,,19.34226,-99.14343,829.0,1,15,0.74,18,365,5,
16025,863882820223551834,259224980,,19.342577062600068,-99.1420970176739,793.0,1,6,0.31,18,360,3,
16026,863886530263095234,259224980,,19.341627740477943,-99.14427394057404,879.0,1,21,1.1,18,365,14,
16027,863888842085710704,259224980,,19.34073,-99.14441,779.0,1,10,0.48,18,360,3,
16028,863890699519346046,259224980,,19.342287109270337,-99.1423179492324,879.0,1,8,0.39,18,365,1,
16029,863892477513618813,259224980,,19.342224402301557,-99.14243423447648,771.0,1,9,0.46,18,365,3,
16030,863894127684528477,259224980,,19.34086918019597,-99.14416906529348,879.0,1,14,0.72,18,360,5,
16031,863895780701795355,259224980,,19.34024,-99.14257,779.0,1,24,1.2,18,360,2,
16032,863899556577100010,259224980,,19.341191318581036,-99.14216648701736,843.0,1,25,1.25,18,365,17,
16033,863901757452886909,259224980,,19.34225,-99.14389,829.0,1,12,0.59,18,360,7,
16034,863904424713665523,259224980,,19.34032960400101,-99.14408923523088,1057.0,1,19,0.93,18,365,5,
16035,863907210878682553,259224980,,19.34235221349089,-99.14427802750528,1057.0,1,29,1.43,18,250,16,
16036,863910698556133333,259224980,,19.341920390709237,-99.14440117158294,1057.0,1,19,0.91,18,365,11,
16037,864056974052814298,64663215,,19.43102,-99.13021,470.0,2,7,0.35,2,364,1,
16038,864349938138690403,508969370,,19.40501,-99.17085,2414.0,1,57,2.8,1,178,40,
16039,864390325131032270,83066697,,19.39498,-99.17747,450.0,1,37,1.79,3,174,22,
