,id,host_id,neighbourhood_group,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
5578,36391804,274375496,,19.33661,-99.12282,300.0,2,61,0.93,2,365,10,
5580,36411959,29541353,,19.36028,-99.17593,,1,1,0.02,2,0,0,
5581,36417593,130935397,,19.42893,-99.17269,522.0,1,132,1.99,6,365,22,
5583,36422535,31583631,,19.44619,-99.18058,,2,30,0.45,3,0,0,
5584,36850077,129954854,,19.340020534213647,-99.15456577679733,410.0,2,20,3.43,1,86,20,
5591,36904526,71173970,,19.418,-99.15366,2002.0,2,9,0.14,1,364,3,
5595,36968403,33621065,,19.41135,-99.17899,,2,57,0.87,7,317,18,
5599,36980999,278037111,,19.40215,-99.16422,1080.0,2,89,1.39,2,144,18,
5604,37013485,442517455,,19.43223,-99.20146,819.0,1,68,1.03,11,365,5,
5607,37019761,54073610,,19.48846,-99.13116,,2,0,,1,0,0,
5608,37021430,12756313,,19.33812,-99.19476,1000.0,2,3,0.05,7,365,0,
5609,37044269,88570740,,19.37482,-99.18996,850.0,3,24,0.37,1,358,9,
5611,37063624,451159548,,19.44416,-99.20199,2266.0,2,119,1.81,22,303,25,
5612,37082763,12877319,,19.43872,-99.1877,1371.0,2,135,2.05,1,79,25,
5617,37092207,279000305,,19.44137,-99.18323,1239.0,1,75,1.14,8,170,17,
5619,37097077,191199975,,19.36209,-99.16309,1990.0,3,42,0.65,2,304,4,
5620,37110274,4647678,,19.43315,-99.2006,492.0,1,110,1.67,9,365,22,
5622,37123847,59108220,,19.45918,-99.13961,800.0,3,54,0.83,1,173,4,
5624,37126838,279272410,,19.33778,-99.13478,,1,0,,1,0,0,
5625,37128627,4647678,,19.43315,-99.2006,749.0,1,66,1.0,9,354,8,
5627,37144690,4647678,,19.43315,-99.2006,749.0,1,60,0.91,9,365,6,
5637,37156635,279544864,,19.4406,-99.20513,,2,0,,1,0,0,
5641,37172230,4647678,,19.43315,-99.2006,929.0,1,85,1.29,9,352,11,
5642,37173976,50785350,,19.38503,-99.16659,1543.0,3,14,0.73,1,121,7,
5644,37179186,97801352,,19.40315,-99.18152,350.0,2,4,0.07,1,179,0,
5645,37203716,442517455,,19.43393,-99.20157,519.0,1,136,2.06,11,362,17,
5646,37207688,442517455,,19.434,-99.20113,,1,66,1.0,11,361,9,
5648,37216271,276169890,,19.41851806640625,-99.16531372070312,1100.0,2,56,0.85,1,17,6,
5649,37218835,266086414,,19.43262,-99.17286,395.0,1,29,0.45,3,334,8,
5650,36516259,7242222,,19.40346,-99.1836,1011.0,2,147,2.24,3,324,17,
5652,36517385,127436518,,19.40434,-99.16463,,2,81,1.22,5,0,8,
5658,36560070,60074064,,19.40802,-99.19033,780.0,3,47,0.76,1,174,6,
5659,36588824,202892955,,19.37018,-99.14811,408.0,3,27,0.42,2,327,12,
5661,36594802,156370168,,19.44153,-99.18771,2500.0,2,0,,1,88,0,
5664,36600569,22931264,,19.41295,-99.17284,2555.0,2,124,1.89,5,349,31,
5665,36602393,178628799,,19.36644,-99.19755,,2,0,,1,90,0,
5670,36605906,271103557,,19.34397,-99.16043,1800.0,2,63,0.95,2,83,12,
5673,36628442,442517455,,19.43197,-99.20164,833.0,1,93,1.41,11,351,9,
5676,36641695,4647678,,19.43686,-99.21067,885.0,1,97,1.46,9,240,15,
5678,36642795,4647678,,19.43686,-99.21067,613.0,1,83,1.25,9,355,22,
5682,36671309,246453043,,19.39146,-99.14838,850.0,1,51,0.78,1,357,18,
5686,36695730,23183565,,19.43147,-99.17292,1200.0,2,55,0.83,4,230,4,
5687,36695789,275749678,,19.38915,-99.17806,1950.0,2,138,2.09,1,138,28,
5688,36701811,23944392,,19.34064,-99.15349,800.0,2,103,1.56,1,31,13,
5689,36704557,82619279,,19.39411,-99.1719,995.0,2,85,1.29,2,238,31,
5693,36730335,290847419,,19.36262,-99.14519,720.0,2,66,1.0,2,241,25,
5696,36732062,33078207,,19.40765149084908,-99.17035125569238,1219.0,2,88,2.12,8,343,32,
5697,36732970,144338555,,19.41724,-99.16626,2606.0,2,73,1.11,1,339,14,
5699,36735520,276112390,,19.43952,-99.20495,,2,111,1.68,1,201,32,
5701,36757844,68267733,,19.41,-99.1816,2022.0,2,90,1.46,1,280,15,
5706,36770594,104400812,,19.44426,-99.20297,1942.0,1,95,1.43,19,144,1,
5708,36775539,218354800,,19.39051,-99.14947,216.0,2,71,1.2,3,290,22,
5709,36781300,82619279,,19.39619,-99.17211,995.0,2,64,0.97,2,255,27,
5714,36799495,25898904,,19.392591,-99.1877853,800.0,2,62,3.28,1,175,30,
5717,36812607,276708631,,19.44594,-99.20205,970.0,1,0,,1,357,0,
5719,36831240,132857929,,19.38154,-99.18062,900.0,2,43,0.65,3,168,12,
5720,36841307,54497443,,19.436872482299805,-99.13837432861328,2965.0,1,9,0.15,11,59,1,
5721,36843482,85312727,,19.40733,-99.16317,1500.0,3,141,2.15,2,261,10,
5724,37298811,56940938,,19.39975,-99.15826,363.0,1,57,0.88,3,365,16,
5725,37299570,4647678,,19.43596,-99.20777,614.0,1,49,0.75,9,363,11,
5726,37305066,213947763,,19.40489,-99.15999,290.0,1,6,0.09,1,87,0,
5730,37326050,24017549,,19.3459,-99.16171,,1,43,0.67,6,309,1,
5733,37363205,442517455,,19.43407,-99.20154,519.0,1,97,1.48,11,301,2,
5734,37363786,442517455,,19.43345,-99.19957,819.0,1,77,1.17,11,364,6,
5735,37365453,3065650,,19.40126,-99.14501,986.0,3,86,1.33,1,134,6,
5736,37398071,281904847,,19.37495,-99.17598,668.0,3,90,1.38,1,151,23,
5741,37404526,106292349,,19.36099,-99.16425,2000.0,2,43,0.66,2,13,5,
5743,37221067,279421367,,19.39147,-99.12227,764.0,1,55,2.42,1,83,25,
5746,37240726,280370845,,19.3512,-99.16726,,3,0,,1,0,0,
5747,37241518,86975442,,19.3878,-99.17031,1351.0,1,73,1.13,5,163,9,
5748,37243504,278986673,,19.45361,-99.16101,255.0,1,16,0.47,1,296,0,
5753,37252705,229289453,,19.39316,-99.15969,471.0,2,51,0.78,4,18,6,
5756,37255465,45478271,,19.36838,-99.18668,708.0,3,7,0.11,5,329,0,
5757,37256292,278261008,,19.42787,-99.16167,1500.0,1,61,0.95,1,363,15,
5762,37280274,64059986,,19.40651,-99.15919,496.0,1,3,0.05,12,174,0,
5763,37710712,83462881,,19.41628,-99.17075,1643.0,3,64,0.99,1,34,31,
5764,37711951,67744437,,19.43606,-99.19521,,3,2,0.05,9,0,1,
5765,37712783,284916858,,19.48338,-99.19427,,2,0,,1,0,0,
5767,37720632,175923151,,19.40409469604492,-99.16024780273438,415.0,1,106,1.62,6,357,13,
5768,37721233,175923151,,19.40409469604492,-99.16024780273438,415.0,1,101,1.55,6,358,21,
5769,37737506,16457181,,19.34286,-99.19509,1071.0,1,142,2.17,7,349,6,
5774,37745583,285297238,,19.36854,-99.16361,490.0,2,26,0.4,13,180,2,
5779,37765961,121414463,,19.41947,-99.17402,1200.0,2,0,,4,363,0,
5780,37767501,185511131,,19.44464,-99.17067,250.0,2,4,0.57,2,342,4,
5781,37769671,121414463,,19.41936,-99.174,400.0,2,0,,4,361,0,
5782,37774225,117514394,,19.394665,-99.175934,1954.0,2,120,1.89,15,328,23,
5784,37774747,267983259,,19.4192,-99.15746,1415.0,2,23,0.36,8,354,2,
5785,37776257,285720431,,19.48571,-99.19142,580.0,2,111,1.71,1,122,25,
5788,37780083,285709351,,19.41907,-99.15527,1415.0,2,32,0.5,2,353,2,
5791,37785630,151454149,,19.38795,-99.19276,400.0,1,0,,1,358,0,
5792,37790260,284919553,,19.33462,-99.20377,225.0,3,20,0.31,1,300,9,
5807,37858286,9651335,,19.34243,-99.15516,527.0,1,73,1.26,4,350,0,
5810,37879887,286926815,,19.4073,-99.16172,670.0,1,141,2.17,4,178,6,
5811,37882191,145958633,,19.40199,-99.18358,700.0,1,28,0.44,1,0,0,
5812,37883386,85500663,,19.40662,-99.16099,649.0,2,82,1.29,3,272,8,
5814,37906581,222401775,,19.37384,-99.16637,,2,2,0.08,2,0,0,
5815,37914621,138780579,,19.39286,-99.16489,300.0,1,25,0.71,2,302,0,
5821,37942974,86975442,,19.39001,-99.17025,1307.0,1,76,1.18,5,163,25,
5822,37943510,168709242,,19.41526,-99.17213,1800.0,2,111,1.71,4,331,26,
5823,37946345,39260522,,19.36145,-99.19897,580.0,1,34,2.52,2,270,33,
5829,37971280,159029202,,19.39272,-99.17142,,2,0,,1,0,0,
5832,37428313,109048853,,19.35822,-99.12234,372.0,1,19,1.3,1,255,12,
5834,37444886,185511131,,19.44637,-99.17132,270.0,1,0,,2,234,0,
5837,37461877,49904872,,19.40793,-99.16676,2499.0,2,17,0.26,8,135,1,
5843,37519333,235572516,,19.38957,-99.18764,380.0,2,89,1.41,3,86,35,
5845,37526585,220039092,,19.35569,-99.16213,,1,32,0.5,1,0,0,
5846,37528022,206987898,,19.3629,-99.17249,400.0,2,45,0.69,3,334,10,
5852,37540252,106422327,,19.44076,-99.18232,1277.0,2,138,2.11,1,353,17,
5854,37541607,74848343,,19.449567794799805,-99.1597671508789,290.0,1,2,0.03,4,270,0,
5856,37553665,442517455,,19.43227,-99.20141,505.0,1,133,2.03,11,365,6,
5858,37555132,442517455,,19.4338,-99.20137,719.0,1,85,1.3,11,364,13,
5859,37555455,32683843,,19.33079,-99.15023,2625.0,1,45,0.72,1,83,1,
5860,37555876,42943092,,19.43428,-99.20169,,1,138,2.1,10,360,20,
5862,37557651,274849997,,19.3419,-99.1608,,2,18,0.36,1,0,0,
5864,37560847,42943092,,19.43543,-99.20839,587.0,1,83,1.27,10,362,13,
5868,37593611,91919433,,19.42824,-99.1327,843.0,1,20,0.31,2,80,2,
5869,37594350,81116578,,19.40951,-99.18986,1714.0,2,73,1.12,1,295,3,
5875,37619958,284218838,,19.43244,-99.21033,,2,28,0.43,1,0,0,
5879,37630362,249778403,,19.43098,-99.14185,999.0,3,74,1.15,2,149,27,
5883,37638856,284403742,,19.45177,-99.15789,,2,3,0.05,1,0,0,
5886,37658965,29477853,,19.39962,-99.14848,,3,4,0.06,1,0,0,
5887,37659118,174768769,,19.46716,-99.16911,210.0,2,15,0.24,3,360,0,
5891,37679622,284754903,,19.39237,-99.18059,,2,0,,1,363,0,
5892,37681109,44470167,,19.38762,-99.19084,850.0,2,34,0.52,1,27,0,
5893,37683729,196672830,,19.42749,-99.15357,,2,100,1.56,2,0,0,
5897,37691088,69008113,,19.34921,-99.16183,,1,25,0.39,9,288,3,
5899,38098192,289138991,,19.37508,-99.17508,686.0,3,104,1.62,1,340,28,
5903,38101573,275271911,,19.37179,-99.17364,1000.0,2,94,1.45,1,361,25,
5904,38107016,33621065,,19.43776,-99.16341,700.0,2,86,1.33,7,344,13,
5905,38107476,110729692,,19.43728,-99.16535,793.0,2,41,0.66,3,147,17,
5906,38122652,288127785,,19.42325,-99.16543,800.0,1,18,0.28,3,179,0,
5907,38124410,28237175,,19.44174,-99.2009,1500.0,2,65,1.01,1,298,8,
5910,38126157,288127785,,19.4237,-99.16448,800.0,1,4,0.06,3,179,0,
5912,38136382,243313335,,19.44155,-99.20119,2200.0,2,7,0.11,1,0,0,
5914,38149165,106941050,,19.39534,-99.18746,,1,0,,1,0,0,
5916,38155206,289903635,,19.429622,-99.2005272,2218.0,1,18,0.29,6,347,8,
5919,38159591,171170573,,19.40062,-99.13901,2896.0,2,71,1.12,2,146,4,
5920,38159628,289903635,,19.429622,-99.2005272,1639.0,1,120,2.0,6,350,26,
5922,38162786,256999111,,19.37842,-99.17315,2200.0,2,104,1.62,1,112,27,
5924,37973613,442517455,,19.43265,-99.19975,932.0,1,126,1.94,11,357,28,
5925,37977044,264828373,,19.4479,-99.14261,780.0,2,60,0.93,1,302,0,
5927,37991465,288127785,,19.4237,-99.16448,750.0,1,19,0.3,3,89,0,
5928,37995940,288168767,,19.4327,-99.17168,1820.0,2,46,0.71,1,79,4,
5929,38017595,76218688,,19.41088,-99.1761,850.0,2,122,1.88,3,300,42,
5938,38066181,288129664,,19.43526,-99.13431,3039.0,2,58,0.92,11,344,19,
5939,38069180,55181953,,19.39475,-99.15787,664.0,2,49,0.76,1,339,16,
5941,38076336,288129664,,19.43526,-99.13431,3039.0,2,53,1.06,11,353,22,
5943,38077405,65128599,,19.42318,-99.15055,,2,20,0.31,2,0,0,
5945,38461429,293236774,,19.35347,-99.16688,2200.0,2,32,0.5,1,175,0,
5947,38464139,119292672,,19.436813,-99.159836,1000.0,2,88,1.37,1,53,5,
5949,38480831,293408123,,19.428673,-99.171509,2003.0,1,13,0.21,1,362,8,
5950,38483155,126806043,,19.43721,-99.13236,933.0,2,135,2.1,2,146,30,
5957,38486368,104849472,,19.45119,-99.1406,,2,18,0.28,1,0,0,
5959,38511540,30022009,,19.41952,-99.17126,3500.0,1,3,0.05,2,363,0,
5960,38513201,225573850,,19.45305,-99.14423,400.0,2,37,0.58,1,324,0,
5965,38539750,129897548,,19.42969,-99.17909,1119.0,1,113,3.75,5,325,40,
5966,38540718,287817779,,19.37457,-99.13904,2500.0,2,8,0.13,1,209,0,
5968,38542957,183921702,,19.42648,-99.17076,3614.0,2,105,1.64,1,166,10,
5969,38546289,250767360,,19.43631,-99.16082,900.0,3,134,2.09,1,2,0,
5970,38548629,254611787,,19.42993,-99.15786,590.0,1,64,1.0,1,249,11,
5973,38557840,40007791,,19.39563,-99.1683,700.0,2,0,,4,0,0,
5974,38559645,40007791,,19.39357,-99.16741,700.0,2,2,0.03,4,0,0,
5975,38581803,264607830,,19.38138,-99.15812,1500.0,3,12,0.2,2,107,0,
5978,38582840,39630816,,19.42483,-99.15497,1347.0,2,114,1.81,3,338,26,
5979,38584906,100828583,,19.44009,-99.19842,,2,122,1.9,4,0,14,
5982,38617604,294893114,,19.39834,-99.17304,550.0,1,47,0.73,2,179,1,
5984,38624580,292901840,,19.453781127929688,-99.1481704711914,450.0,1,32,0.5,1,179,10,
5987,38642146,41903623,,19.41935,-99.17342,558.0,2,79,1.9,1,331,36,
5988,38652396,295306174,,19.34906,-99.18063,,1,0,,1,0,0,
5989,38652942,295311081,,19.41569,-99.16671,2409.0,1,51,0.8,1,141,2,
5990,38666387,206769501,,19.36169,-99.16204,1213.0,2,42,0.68,1,8,12,
5992,38675042,105932372,,19.45708,-99.20274,350.0,1,140,2.19,2,54,39,
6003,38697533,279000305,,19.43907,-99.1833,1459.0,1,34,1.29,8,168,26,
6004,38697541,279000305,,19.44056,-99.18161,1364.0,1,62,0.99,8,166,25,
6008,38703533,51622446,,19.3949,-99.17546,3036.0,1,15,0.24,5,364,3,
6009,38704933,51622446,,19.39656,-99.17517,3036.0,1,9,0.14,5,363,0,
6011,38724522,1365164,,19.38845,-99.16094,,1,1,0.02,2,0,0,
6015,38163074,2430320,,19.41193,-99.17321,2002.0,2,10,0.15,1,198,0,
6016,38164433,85500663,,19.40662224352865,-99.1604400861681,583.0,2,90,1.4,3,349,13,
6018,38178713,49124132,,19.35179,-99.14774,1047.0,2,97,1.51,2,365,13,
6021,38185272,81160167,,19.425317274898543,-99.16021311112442,,2,28,1.48,1,0,20,
6027,38206109,133609729,,19.37216,-99.16297,450.0,1,7,0.11,2,247,2,
6029,38211799,288129664,,19.43526,-99.13431,3186.0,2,113,1.8,11,349,28,
6030,38212597,288129664,,19.43526,-99.13431,3076.0,2,22,0.35,11,345,15,
6032,38218206,230701610,,19.3417,-99.16032,600.0,1,110,1.71,3,359,3,
6036,38237756,16518373,,19.40091,-99.18091,430.0,2,38,0.59,1,2,9,
6038,38257267,284865155,,19.34683,-99.19982,1500.0,3,41,0.65,1,13,0,
6041,38267843,8961760,,19.412,-99.17527,1415.0,1,1,0.02,5,0,0,
6046,38320043,291159095,,19.38082,-99.17235,202.0,1,1,0.05,3,364,0,
6047,38320482,291477094,,19.43169,-99.1708,1971.0,1,37,0.7,7,95,29,
6048,38323398,291523328,,19.41344,-99.15884,,1,5,0.09,1,0,0,
6049,38327576,291635541,,19.36248,-99.14551,,2,13,0.2,1,0,0,
6050,38329973,259780311,,19.42769,-99.15204,900.0,2,116,1.8,1,133,38,
6051,38331301,291159095,,19.38037,-99.17041,200.0,1,3,0.08,3,179,0,
6052,38331314,291159095,,19.37824,-99.17126,200.0,1,0,,3,179,0,
6055,38354476,99274209,,19.36187,-99.1714,,1,6,0.09,1,0,0,
6058,38358442,227149005,,19.44091,-99.17252,410.0,1,21,0.33,1,102,0,
6060,38379280,54845856,,19.44151,-99.16337,804.0,1,94,1.47,10,290,12,
6061,38379447,14686608,,19.40919,-99.17182,750.0,2,11,0.18,7,364,0,
6062,38383804,140622869,,19.33379,-99.20979,510.0,1,23,1.17,1,89,9,
6063,38386209,292381390,,19.40717,-99.17033,3200.0,2,36,0.57,1,359,3,
6064,38386546,62194626,,19.4157,-99.17119,1878.0,2,41,0.67,3,359,10,
6071,38407967,39266750,,19.40871,-99.16568,2033.0,2,142,2.23,5,329,27,
6072,38411763,292671315,,19.40752,-99.16935,1500.0,2,30,0.47,1,259,5,
6075,38435102,28584875,,19.39272,-99.16442,,1,0,,1,0,0,
6080,38839696,152611077,,19.40925,-99.17497,3640.0,2,27,0.43,1,335,8,
6083,38850586,180292099,,19.45854,-99.14092,,1,1,0.02,1,0,0,
6084,38853073,297490911,,19.3926,-99.17246,980.0,3,127,2.05,1,34,31,
6085,38853092,111042107,,19.34152,-99.19701,1290.0,2,96,1.51,1,161,14,
6087,38855644,296122136,,19.41696,-99.13567,693.0,3,15,0.83,1,329,5,
6089,38873624,33621065,,19.42563,-99.16016,,2,90,1.41,7,354,20,
6093,38901481,119172246,,19.39826,-99.18393,800.0,1,78,1.24,1,75,22,
6099,38909717,15724221,,19.42878,-99.1475,351.0,1,15,0.24,1,89,5,
6102,38926397,225934240,,19.42622,-99.14068,,1,1,0.02,3,25,0,
6103,38927424,154887869,,19.39414002761449,-99.17270295273823,3033.0,1,30,0.47,3,357,4,
6105,38932304,298187100,,19.44141,-99.16148,1719.0,2,1,0.02,1,360,0,
6106,38732314,127436518,,19.4086,-99.16603,,2,11,0.17,5,0,0,
6107,38735991,206175954,,19.4669,-99.1899,400.0,1,1,0.11,2,267,1,
6108,38758017,134887701,,19.4256,-99.19128,2500.0,2,36,0.6,2,235,0,
6110,38761695,29671026,,19.39643,-99.17419,589.0,1,46,0.72,3,285,22,
6111,38778769,105880627,,19.42375,-99.16614,1461.0,1,102,1.6,4,364,5,
6113,38780772,296587709,,19.34646,-99.18369,,1,0,,1,0,0,
6121,38821771,297108183,,19.40281,-99.125,3500.0,2,58,0.91,1,119,21,
6124,39114600,11158532,,19.42047,-99.1666,2000.0,3,22,0.35,3,39,0,
6126,39115393,29671026,,19.39552,-99.17397,1675.0,3,22,0.55,3,286,2,
6127,39127840,225934240,,19.42591,-99.14076,,1,1,0.03,3,25,0,
6128,39134815,156711960,,19.43506,-99.20726,3000.0,2,4,0.06,1,302,0,
6132,39152827,110019449,,19.34637,-99.16481,1150.0,2,106,1.8,2,139,29,
6133,39156329,167030060,,19.45072,-99.14225,617.0,2,132,2.12,5,135,20,
6135,39168471,124168084,,19.3764,-99.14711,200.0,2,31,0.49,1,2,4,
6137,39174006,14686608,,19.40869,-99.17112,2200.0,2,3,0.05,7,362,0,
6138,39178585,243035087,,19.40382,-99.17656,945.0,3,40,0.64,9,181,3,
6141,39200684,300805075,,19.34777,-99.14567,,1,28,0.44,4,0,0,
6145,39205851,113570194,,19.37253,-99.17608,415.0,3,67,1.06,5,66,21,
6147,39222000,175931391,,19.42165,-99.20253,1050.0,1,4,0.06,1,150,0,
6152,39228715,98047252,,19.39788,-99.15084,,2,6,0.1,5,0,0,
6153,39231232,299753561,,19.35213,-99.18208,,1,0,,1,0,0,
6159,39264293,301428049,,19.418159,-99.178764,2138.0,1,36,0.58,16,359,1,
6160,39265759,301428049,,19.4188,-99.17797,2333.0,1,50,0.8,16,318,7,
6161,39265778,301428049,,19.41905,-99.17964,2527.0,1,28,0.45,16,332,4,
6162,39265789,301428049,,19.418159,-99.178764,1750.0,1,18,0.29,16,315,2,
6164,39273372,301513376,,19.41552,-99.18155,1415.0,2,5,0.08,1,178,0,
6165,39275913,223435206,,19.41566,-99.16614,350.0,1,55,0.88,1,0,0,
6167,39280002,9384267,,19.43032,-99.16503,,2,4,0.07,1,270,0,
6168,39291266,162262249,,19.33852634699927,-99.15389795952451,726.0,2,18,2.71,1,234,18,
6169,39291995,157792831,,19.41778,-99.1717,3033.0,3,32,0.51,2,282,3,
6170,39296422,301692620,,19.38279,-99.15567,679.0,2,144,2.28,1,134,31,
6172,39301825,198471653,,19.42111,-99.15876,3377.0,2,143,2.27,12,350,21,
6176,39317234,40007791,,19.39552,-99.1691,700.0,1,7,0.12,4,0,0,
6179,39321321,100266538,,19.43058,-99.13129,2083.0,1,9,0.15,2,357,1,
6180,39333498,78362715,,19.34763,-99.1601,1011.0,2,106,1.68,1,209,16,
6185,39359090,14318244,,19.43526,-99.14581,1900.0,2,49,0.78,1,168,9,
6187,39362145,14978763,,19.43409,-99.19046,679.0,3,26,0.41,1,317,5,
6189,38932976,12992813,,19.40898,-99.17228,3417.0,2,136,2.14,3,318,30,
6190,38936019,12656283,,19.40016,-99.15979,766.0,1,12,0.23,8,365,4,
6193,38956447,298396568,,19.40962,-99.16421,1291.0,2,37,0.59,1,209,6,
6195,38959445,44061536,,19.41108,-99.17705,1707.0,3,17,0.27,5,322,2,
6196,38976816,211183274,,19.33779,-99.12856,350.0,1,40,0.67,5,347,10,
6198,38982581,34037742,,19.4379,-99.17914,991.0,1,72,1.13,12,165,12,
6201,39000403,43082314,,19.42029,-99.16926,1164.0,2,46,0.72,1,335,27,
6202,39001529,53822366,,19.43852,-99.15544,1080.0,3,113,1.78,3,158,26,
6206,39019798,189763016,,19.41047,-99.19121,899.0,1,87,1.37,1,349,13,
6212,39027669,136597640,,19.33653,-99.20251,1102.0,1,38,0.6,8,359,0,
6214,39029100,128225211,,19.45651,-99.1264,350.0,2,0,,1,179,0,
6217,39031351,299104280,,19.43446,-99.17787,,1,7,0.12,1,0,0,
6222,39035324,125553593,,19.39330676910041,-99.14085057459408,,3,1,0.48,1,266,1,
6223,39035905,4725595,,19.41776,-99.14827,1400.0,2,3,0.11,2,175,0,
6224,39051440,48365949,,19.36758,-99.16895,,1,18,0.28,1,0,0,
6225,39051753,44061536,,19.41152,-99.17688,1627.0,3,18,0.28,5,322,2,
6227,39053268,44061536,,19.4123,-99.17878,1583.0,3,10,0.16,5,322,1,
6228,39053684,261857354,,19.41692,-99.1708,2831.0,1,5,0.08,26,0,0,
6234,39061293,204560267,,19.34065,-99.1583,579.0,2,143,2.27,2,156,18,
6238,39082395,299534977,,19.34034,-99.15841,,2,144,2.28,1,18,15,
6242,39087368,997545,,19.44755,-99.13693,759.0,2,87,1.38,2,341,22,
6243,39090410,16858411,,19.36354,-99.18716,590.0,3,30,0.47,2,354,11,
6244,39101175,31915089,,19.43058,-99.15368,688.0,3,66,1.04,2,219,13,
6253,39438671,177751130,,19.38656,-99.19429,1379.0,2,37,0.61,1,84,6,
6258,39440503,54845856,,19.44133,-99.16361,,2,49,0.78,10,0,2,
6264,39484313,37406674,,19.38082,-99.13332,450.0,2,6,0.1,3,364,0,
6265,39501532,45241757,,19.44581,-99.1926,910.0,2,22,0.36,1,217,6,
6266,39505415,284563250,,19.459444,-99.16938,1350.0,2,119,1.89,8,268,24,
6268,39522241,38564741,,19.37474,-99.18022,1000.0,1,13,0.21,1,28,2,
6275,39553724,10286194,,19.38889,-99.18279,1207.0,3,91,1.44,2,174,18,
6277,39555913,244927870,,19.36857,-99.15751,,1,0,,2,0,0,
6278,39560932,303942437,,19.435508728027344,-99.1324462890625,600.0,1,53,0.86,1,362,8,
6279,39562186,164512779,,19.40659,-99.18183,700.0,1,0,,1,89,0,
6286,39373346,40537256,,19.38463,-99.17985,,3,33,0.66,1,74,11,
6287,39381606,185535296,,19.3419,-99.19955,943.0,1,8,0.28,6,365,5,
6289,39384412,50958290,,19.39477,-99.1746,1490.0,3,49,0.78,1,9,1,
6292,39397607,183504711,,19.35431,-99.14311,518.0,2,72,1.14,1,144,22,
6300,39422590,302808628,,19.35016,-99.17915,275.0,1,28,1.17,1,209,6,
6302,39803280,41537644,,19.44347,-99.20223,751.0,3,57,0.91,2,365,11,
6305,39818611,5245598,,19.41528,-99.17553,706.0,2,111,1.78,7,309,20,
6306,39820328,306349038,,19.405713340835,-99.1254729823466,,2,12,0.19,1,0,2,
6307,39822082,12741835,,19.44322,-99.21094,684.0,1,98,1.61,9,324,26,
6308,39822436,12741835,,19.44355,-99.2088,629.0,1,63,1.06,9,0,4,
6309,39822608,12741835,,19.44343,-99.21074,851.0,1,29,0.48,9,16,12,
6311,39837942,18659763,,19.43421936035156,-99.14566040039062,1628.0,2,116,1.92,9,39,39,
6315,39862196,155783512,,19.39212,-99.14354,700.0,3,89,1.43,1,303,25,
6317,39868845,179800202,,19.437007904052734,-99.1396942138672,1748.0,2,107,1.75,14,232,22,
6320,39884286,160735399,,19.36916,-99.18084,1266.0,1,117,1.97,2,29,29,
6322,39889920,40007791,,19.39311,-99.16846,700.0,1,3,0.05,4,0,0,
6323,39892759,298011694,,19.34508,-99.2023,400.0,3,14,0.23,2,359,1,
6324,39893079,18659763,,19.43517,-99.14648,1258.0,1,129,2.08,9,49,21,
6335,39923618,231155686,,19.34127,-99.14191,1500.0,1,10,0.16,1,173,0,
6336,39923707,174768769,,19.46599,-99.16753,210.0,2,16,0.26,3,0,0,
6339,39944136,34904148,,19.40115,-99.17091,456.0,2,91,1.46,7,262,30,
6341,39946159,307917388,,19.42768,-99.16328,465.0,2,11,0.18,1,90,0,
6342,39950908,276637992,,19.45955,-99.1216,845.0,1,15,0.24,1,87,0,
6347,39969461,308150396,,19.35146,-99.13183,451.0,1,1,0.44,1,257,1,
6348,39970181,9869355,,19.40085,-99.15303,370.0,2,46,0.74,1,116,19,
6350,39973148,208127004,,19.41355,-99.17377,1719.0,2,89,1.44,9,348,2,
6353,39987650,74018460,,19.36421,-99.19383,1112.0,3,1,0.11,4,313,1,
6354,39988935,308329422,,19.45093,-99.16134,900.0,2,40,0.65,1,102,6,
6356,39992814,148057643,,19.43553,-99.14898,1200.0,3,143,2.3,1,29,17,
6357,40011514,127231264,,19.36023,-99.19378,364.0,1,40,0.77,3,301,5,
6358,40011966,58078955,,19.43875,-99.1471,1057.0,2,140,2.3,1,337,23,
6363,40041956,10643773,,19.34776,-99.16311,700.0,1,9,0.14,1,301,0,
6364,40056287,16831872,,19.41331,-99.1608,1200.0,1,0,,1,179,0,
6366,40058448,308973290,,19.43701,-99.16177,959.0,3,65,1.05,3,263,7,
6369,40086728,21939803,,19.40504,-99.1574,,2,0,,1,0,0,
6381,39570869,57820861,,19.3902,-99.18124,,3,1,0.02,1,0,0,
6384,39582394,451159548,,19.43021,-99.1685,,1,44,0.7,22,315,3,
6388,39586022,45005086,,19.38124,-99.17937,586.0,2,3,0.05,1,88,0,
6390,39601489,67722418,,19.43979,-99.16698,,1,18,0.36,1,0,0,
6392,39609774,128199540,,19.41329,-99.18333,1205.0,3,74,1.18,1,327,8,
6393,39610360,10557750,,19.36802,-99.12428,,2,0,,1,365,0,
6394,39610800,3850198,,19.43109,-99.17078,1800.0,2,1,0.02,11,49,0,
6395,39614587,304359573,,19.4388,-99.20658,,2,24,0.38,2,0,0,
6396,39630284,30022009,,19.42138,-99.17282,3500.0,2,0,,2,364,0,
6398,39641624,156481146,,19.46401,-99.13273,250.0,2,13,0.21,6,85,2,
6399,39654005,51937840,,19.44354,-99.20878,,2,44,0.71,1,0,0,
